doctor_id,name,gender,specialization,hospital_id,city
D1512,Richard Peterson,M,Pediatrician,H002,Boston
D1513,Jenna Hurley,F,Neurologist,H002,Boston
D1514,Janice Jones,F,General Physician,H001,Boston
D1515,Sarah Simpson,F,Cardiologist,H001,New York
D1516,Jason Wright,M,Pediatrician,H002,New York
D1517,Kyle Reed,M,General Physician,H002,New York
D1518,Lisa Atkins,F,Neurologist,H001,New York
D1519,Debra Anderson,F,Orthopedic,H001,New York
D1520,Darrell Campbell,M,Cardiologist,H001,Boston
D1521,Scott Conway,M,Orthopedic,H001,Boston
D1522,Christine Thornton,F,Oncologist,H002,Boston
D1523,Melissa Thomas,F,Neurologist,H001,Boston
D1524,Virginia Forbes,F,Pediatrician,H002,Boston
D1525,Andrew Ashley,M,Orthopedic,H001,Boston
D1526,Donna Mills,F,Neurologist,H002,Boston
D1527,Joshua Gray,M,Cardiologist,H002,New York
D1528,Joshua Gibson,M,Cardiologist,H001,New York
D1529,James Maxwell,M,General Physician,H002,Boston
D1530,Keith Liu,M,Pediatrician,H002,New York
D1531,Kristen Meadows,F,Cardiologist,H001,New York
D1532,Michael Horton,M,Pediatrician,H002,Boston
D1533,Andrew Johnson,M,Neurologist,H001,Boston
D1534,Jessica Ryan,F,Pediatrician,H001,New York
D1535,Sabrina Palmer,F,Pediatrician,H001,Boston
D1536,Todd Douglas,M,Orthopedic,H001,New York
D1537,Lisa Herrera,F,General Physician,H002,New York
D1538,Joseph Berger,M,Orthopedic,H002,New York
D1539,Jacob Gross,M,Orthopedic,H001,Boston
D1540,Lisa Dawson,F,Cardiologist,H002,Boston
D1541,Daniel Schwartz,M,Cardiologist,H001,Boston
D1542,Gwendolyn Garcia,F,Oncologist,H002,New York
D1543,Michael Beltran,M,Pediatrician,H002,New York
D1544,Katie Flores,F,Oncologist,H001,Boston
D1545,Ashley Adams,F,Orthopedic,H001,New York
D1546,Sarah Moss,F,General Physician,H002,Boston
D1547,Samantha Bauer,F,Neurologist,H001,New York
D1548,Megan Flores,F,Pediatrician,H002,Boston
D1549,Bailey Huffman DVM,F,General Physician,H001,New York
D1550,Heather Watson,F,Cardiologist,H002,Boston
D1551,Sean Wilson,M,Oncologist,H001,Boston
D1552,Zachary Walker,M,Neurologist,H001,Boston
D1553,Scott Wilson,M,Orthopedic,H002,New York
D1554,Diana Russell,F,General Physician,H001,New York
D1555,Stephen Green,M,Neurologist,H002,Boston
D1556,Daniel Harris,M,Orthopedic,H001,Boston
D1557,Christina Mclean,F,Orthopedic,H001,New York
D1558,Jason Boyd,M,Pediatrician,H001,Boston
D1559,Matthew Silva,M,Pediatrician,H001,New York
D1560,Jacob Carlson,M,Pediatrician,H002,Boston
D1561,Diana Gonzalez,F,Orthopedic,H001,New York
D1562,Jonathan Tyler,M,Oncologist,H002,Boston
D1563,Beth Sharp,F,Orthopedic,H002,New York
D1564,Matthew Flores,M,Orthopedic,H001,New York
D1565,Tony Vaughan,M,Oncologist,H002,Boston
D1566,David Logan,M,Cardiologist,H002,Boston
D1567,Jonathan Craig,M,Pediatrician,H001,Boston
D1568,Tina Knight MD,F,General Physician,H002,New York
D1569,Ian Moore,M,Oncologist,H002,New York
D1570,Kimberly Petersen,F,Neurologist,H001,New York
D1571,Jason Adams,M,Orthopedic,H001,Boston
D1572,Chase Nelson,M,Pediatrician,H001,New York
D1573,Tanya Hicks,F,Orthopedic,H002,New York
D1574,Jason Haynes,M,Neurologist,H002,New York
D1575,Kristina Baker,F,Pediatrician,H001,New York
D1576,Omar Carr,M,Oncologist,H002,New York
D1577,Diane Tanner,F,Neurologist,H002,Boston
D1578,Larry Ortiz,M,Orthopedic,H001,New York
D1579,Thomas Cherry,M,Cardiologist,H002,New York
D1580,Nicholas Garcia,M,Neurologist,H001,New York
D1581,Mandy Henry,F,Orthopedic,H002,New York
D1582,Adrienne Reed,F,Oncologist,H001,New York
D1583,Mary Bennett,F,Orthopedic,H001,Boston
D1584,Colleen Parker,F,Orthopedic,H001,New York
D1585,Diana Lopez,F,General Physician,H001,New York
D1586,Gregory Day,M,General Physician,H002,New York
D1587,Mrs. Sarah Miles,F,General Physician,H002,New York
D1588,Emily Hill,F,Neurologist,H001,Boston
D1589,David Palmer,M,Cardiologist,H001,Boston
D1590,Patricia Ortiz,F,Oncologist,H001,Boston
D1591,James Newman,M,Pediatrician,H001,Boston
D1592,Brittany Jones,F,Orthopedic,H002,New York
D1593,Sarah Schultz,F,Pediatrician,H001,Boston
D1594,Samuel Wilson,M,Neurologist,H001,New York
D1595,Latoya Farmer,F,General Physician,H002,Boston
D1596,David Foster,M,Orthopedic,H001,Boston
D1597,Johnny Wolfe,M,Orthopedic,H002,Boston
D1598,Cody Fletcher,M,Oncologist,H002,New York
D1599,Jason Hall,M,Cardiologist,H002,Boston
D1600,Chloe Jones,F,Cardiologist,H001,Boston
D1601,William Peters,M,Orthopedic,H002,Boston
D1602,Amy Contreras,F,Neurologist,H001,Boston
D1603,Wendy Mahoney,F,Cardiologist,H001,Boston
D1604,Christopher Barnes,M,Neurologist,H001,New York
D1605,Kristie Buchanan,F,General Physician,H001,New York
D1606,Eric Rojas,M,Oncologist,H001,New York
D1607,Carol Burch,F,Orthopedic,H001,Boston
D1608,Bethany Barton,F,Neurologist,H001,Boston
D1609,Debra Grant,F,Neurologist,H002,Boston
D1610,Lori Nelson,F,General Physician,H002,New York
D1611,Daniel Flynn,M,Oncologist,H002,New York
D1612,Joanna Griffin,F,Pediatrician,H001,New York
D1613,Adam Wilkinson,M,Orthopedic,H001,New York
D1614,Stephanie Roberts,F,Pediatrician,H001,New York
D1615,Dana Rios,F,General Physician,H002,New York
D1616,Rebecca Rogers,F,General Physician,H002,New York
D1617,Melissa Alvarez,F,Oncologist,H001,Boston
D1618,Matthew Johnson,M,Oncologist,H002,New York
D1619,Melissa Graves,F,Pediatrician,H001,Boston
D1620,Casey Cole,F,Neurologist,H002,Boston
D1621,Tyler Lane,M,Pediatrician,H002,Boston
D1622,Thomas Schwartz,M,General Physician,H002,New York
D1623,Christopher Williams,M,Neurologist,H002,Boston
D1624,Laurie Osborne,F,Oncologist,H001,New York
D1625,David Welch,M,Neurologist,H001,Boston
D1626,Edward Harris PhD,M,Neurologist,H001,Boston
D1627,Mr. Mark Ortiz,M,Pediatrician,H001,New York
D1628,Tyrone Wise,M,Neurologist,H002,Boston
D1629,Marissa Ochoa,F,Neurologist,H001,Boston
D1630,Daniel Lowe,M,Orthopedic,H002,Boston
D1631,Justin Kennedy,M,Oncologist,H002,New York
D1632,Jennifer Rodgers,F,Orthopedic,H001,New York
D1633,Dana Rodriguez,F,Pediatrician,H002,New York
D1634,Dr. Joy Smith,F,Neurologist,H002,New York
D1635,Kevin Cline,M,General Physician,H002,New York
D1636,Philip Richardson,M,Orthopedic,H002,Boston
D1637,Carrie Bailey,F,Oncologist,H002,New York
D1638,Heather Rose,F,General Physician,H001,Boston
D1639,Tiffany Webster,F,Pediatrician,H001,New York
D1640,Gregory Cross,M,Oncologist,H002,Boston
D1641,Jennifer Martinez,F,Cardiologist,H002,New York
D1642,Donald Miller,M,Oncologist,H002,Boston
D1643,Samantha Kelly,F,General Physician,H001,New York
D1644,Alicia Schwartz,F,Cardiologist,H001,New York
D1645,Aimee Hall,F,Cardiologist,H002,New York
D1646,Brittany King,F,Pediatrician,H001,Boston
D1647,Thomas Bryant,M,General Physician,H002,Boston
D1648,Patrick Hill,M,Oncologist,H001,Boston
D1649,Michael Clark,M,Neurologist,H001,New York
D1650,Autumn Long,F,Cardiologist,H002,Boston
D1651,Tina Cordova,F,Cardiologist,H002,Boston
D1652,Carol Jones,F,General Physician,H002,Boston
D1653,Mary Taylor,F,Pediatrician,H002,Boston
D1654,Timothy Garcia,M,General Physician,H001,Boston
D1655,Linda James,F,Orthopedic,H002,Boston
D1656,Theresa Sampson,F,Oncologist,H002,Boston
D1657,Joseph Moreno,M,Orthopedic,H002,New York
D1658,Charles Williamson,M,Pediatrician,H001,New York
D1659,Jennifer Rodriguez,F,Neurologist,H001,New York
D1660,Brandon Thompson,M,Pediatrician,H001,Boston
D1661,Raymond Williams,M,General Physician,H001,New York
D1662,Ellen Spencer,F,Pediatrician,H002,New York
D1663,Dr. Ana Trevino,F,Cardiologist,H001,Boston
D1664,Joel Jones,M,Cardiologist,H001,New York
D1665,Daniel Perez,M,General Physician,H001,Boston
D1666,Ronald Stone,M,Neurologist,H001,New York
D1667,Phillip Molina,M,Orthopedic,H001,Boston
D1668,Carl Hall,M,Pediatrician,H002,Boston
D1669,Tammy Johnson,F,General Physician,H002,Boston
D1670,Julie Martin,F,Orthopedic,H001,New York
D1671,Timothy Ford,M,Oncologist,H002,Boston
D1672,Claire Spears,F,Cardiologist,H002,New York
D1673,Katie George,F,General Physician,H002,Boston
D1674,Courtney Jennings,F,Neurologist,H002,New York
D1675,Robert Young,M,Cardiologist,H001,New York
D1676,Rachel Hamilton,F,Neurologist,H001,Boston
D1677,Kevin Soto,M,General Physician,H002,New York
D1678,Mrs. Sarah Young,F,Neurologist,H002,New York
D1679,Candice Guerrero,F,Oncologist,H001,Boston
D1680,Daniel Jackson,M,General Physician,H002,New York
D1681,Andrew Erickson,M,Neurologist,H002,New York
D1682,Joseph Coffey,M,Pediatrician,H001,Boston
D1683,Thomas Wall,M,General Physician,H001,New York
D1684,Michael Lewis,M,General Physician,H002,New York
D1685,Stephanie Henderson,F,General Physician,H002,New York
D1686,Joseph Thomas,M,Neurologist,H002,Boston
D1687,Jessica Martinez,F,Oncologist,H002,Boston
D1688,Kathryn Wood,F,Neurologist,H002,New York
D1689,Gary Phelps,M,General Physician,H002,New York
D1690,William Mendoza,M,General Physician,H001,New York
D1691,Andrea Reed,F,Cardiologist,H001,Boston
D1692,Debra Montoya,F,Pediatrician,H002,New York
D1693,Lisa Stone,F,Cardiologist,H002,Boston
D1694,Jonathan Mendez,M,Oncologist,H001,New York
D1695,Jeffrey Kaufman,M,Cardiologist,H002,Boston
D1696,Jared Mccoy,M,Orthopedic,H001,Boston
D1697,Dr. Stephen Foster,M,General Physician,H001,Boston
D1698,Monica Benton,F,General Physician,H001,New York
D1699,Adam Chavez,M,Orthopedic,H001,Boston
D1700,Chloe Allen,F,Pediatrician,H002,Boston
D1701,Melissa Howard,F,Pediatrician,H002,New York
D1702,Christine Hughes,F,Pediatrician,H002,Boston
D1703,Michael Clark,M,Cardiologist,H002,New York
D1704,Edward Conner,M,General Physician,H001,Boston
D1705,Jerry Murray DDS,M,General Physician,H002,New York
D1706,Patricia Lee,F,Cardiologist,H001,New York
D1707,April Mann,F,Oncologist,H001,New York
D1708,Robert Hawkins,M,Neurologist,H002,Boston
D1709,Brian Brewer,M,Orthopedic,H001,Boston
D1710,Erica Arroyo,F,Pediatrician,H001,Boston
D1711,Brenda Lucas,F,Neurologist,H002,New York
D1712,Bryan Moore,M,Neurologist,H001,New York
D1713,Michael Pham,M,Pediatrician,H002,New York
D1714,Casey Jennings,F,Orthopedic,H002,New York
D1715,William Williams,M,Pediatrician,H001,Boston
D1716,Amy Campbell,F,Orthopedic,H002,New York
D1717,Maxwell Pineda,M,Cardiologist,H002,Boston
D1718,Gary Ramos,M,Pediatrician,H001,Boston
D1719,James Johns,M,Cardiologist,H001,New York
D1720,Allison Garza,F,General Physician,H002,New York
D1721,Mary Sullivan,F,General Physician,H001,New York
D1722,Holly Morgan,F,Oncologist,H001,New York
D1723,Thomas Parsons,M,Orthopedic,H001,Boston
D1724,Doris Hays,F,Oncologist,H002,Boston
D1725,Erica Hamilton DDS,F,Neurologist,H001,New York
D1726,Michael Caldwell,M,Orthopedic,H002,New York
D1727,Jack Robinson,M,General Physician,H001,Boston
D1728,Melissa Gibson,F,General Physician,H001,Boston
D1729,Aaron Stewart,M,Orthopedic,H001,New York
D1730,Emily Lewis,F,Neurologist,H002,Boston
D1731,Samantha Ellis,F,Oncologist,H001,Boston
D1732,James Robertson,M,Cardiologist,H001,New York
D1733,Angela Blair,F,General Physician,H001,New York
D1734,Amy Stone,F,Orthopedic,H001,New York
D1735,David Jordan,M,Orthopedic,H002,New York
D1736,Theresa Thomas,F,Oncologist,H002,New York
D1737,Sally King,F,Neurologist,H001,New York
D1738,Rachel Larson,F,Neurologist,H002,New York
D1739,Derek Cobb,M,Oncologist,H002,Boston
D1740,Martin Cox,M,Oncologist,H002,New York
D1741,Fernando Rogers,M,Orthopedic,H001,New York
D1742,Kristi Adams,F,Cardiologist,H002,New York
D1743,Daniel Kelly,M,Neurologist,H001,Boston
D1744,Jennifer Reed,F,Cardiologist,H001,New York
D1745,Robert Thomas,M,Neurologist,H002,New York
D1746,Mary Mcmillan,F,General Physician,H001,New York
D1747,Dylan Wilson,M,Orthopedic,H001,New York
D1748,Clifford Kelly,M,Cardiologist,H001,Boston
D1749,Eric Moore,M,General Physician,H001,New York
D1750,Charles Mcfarland,M,Cardiologist,H001,Boston
D1751,Jesse Foster,M,Pediatrician,H001,Boston
D1752,Daniel Church,M,Neurologist,H002,New York
D1753,Mary Thompson,F,General Physician,H001,Boston
D1754,Rhonda Campbell,F,Cardiologist,H002,Boston
D1755,Harry Haas,M,Cardiologist,H002,Boston
D1756,Colleen Gutierrez,F,Neurologist,H002,New York
D1757,Alan White,M,General Physician,H002,Boston
D1758,Ronald Green Jr.,M,Orthopedic,H002,Boston
D1759,Michael Mendoza,M,General Physician,H002,Boston
D1760,Joe Day,M,Cardiologist,H002,New York
D1761,Daniel Colon,M,Cardiologist,H002,New York
D1762,Brandon Lyons,M,Neurologist,H001,Boston
D1763,Dawn Brown,F,Neurologist,H002,Boston
D1764,Jeffrey Roberts,M,Cardiologist,H002,New York
D1765,Elizabeth Ball,F,Pediatrician,H002,Boston
D1766,Justin Murray,M,Cardiologist,H002,Boston
D1767,Alison Grant,F,Oncologist,H001,Boston
D1768,Andre Hall,M,Oncologist,H001,Boston
D1769,Douglas Jones,M,Cardiologist,H001,Boston
D1770,Tracy Powell,F,Pediatrician,H002,New York
D1771,Caitlin Hale,F,Cardiologist,H001,Boston
D1772,George Johnson,M,Pediatrician,H001,New York
D1773,Robert Jones,M,Orthopedic,H001,Boston
D1774,Michael Prince,M,Oncologist,H002,New York
D1775,Savannah Young,F,Oncologist,H002,Boston
D1776,Laura Hall,F,Cardiologist,H002,Boston
D1777,Keith Murray,M,Orthopedic,H002,Boston
D1778,Mackenzie Santos,F,Orthopedic,H001,New York
D1779,Heidi Bennett,F,Oncologist,H002,Boston
D1780,Steven Camacho,M,Orthopedic,H002,Boston
D1781,Kimberly Parker,F,Pediatrician,H002,Boston
D1782,Rachel Kelley,F,Oncologist,H001,Boston
D1783,Samantha Hodge,F,Neurologist,H002,New York
D1784,Taylor Zimmerman,F,Pediatrician,H001,New York
D1785,Gabriel Smith,M,Oncologist,H001,New York
D1786,Craig Mitchell,M,Orthopedic,H002,Boston
D1787,Jenna Gonzalez,F,Orthopedic,H002,New York
D1788,Kelly Irwin,F,Pediatrician,H002,New York
D1789,Mary Rodriguez,F,Oncologist,H001,Boston
D1790,Joshua Stewart,M,Cardiologist,H002,New York
D1791,Megan Gilbert,F,Neurologist,H002,New York
D1792,Ashley Ellis,F,Pediatrician,H002,Boston
D1793,Jeffery Hernandez,M,General Physician,H001,Boston
D1794,Alexis Lyons MD,F,General Physician,H002,New York
D1795,Kaitlyn Butler DDS,F,Oncologist,H002,New York
D1796,Tara Johnson,F,Cardiologist,H001,New York
D1797,Chelsea Moore,F,General Physician,H002,Boston
D1798,Ricardo Hunt,M,General Physician,H001,New York
D1799,Cassandra Miller,F,General Physician,H002,Boston
D1800,Timothy Richardson,M,Neurologist,H002,New York
D1801,Antonio Keller,M,Orthopedic,H002,Boston
D1802,Mrs. Heather Thomas,F,Cardiologist,H001,New York
D1803,Theresa Davis,F,Oncologist,H001,Boston
D1804,Amber Brown,F,Neurologist,H001,Boston
D1805,Charles Harris,M,Oncologist,H002,New York
D1806,Eric Wade,M,General Physician,H002,New York
D1807,Maria Sims,F,Pediatrician,H002,New York
D1808,Dylan Simpson,M,Oncologist,H001,Boston
D1809,Catherine Reeves,F,Neurologist,H002,Boston
D1810,Donna Jennings,F,Oncologist,H001,Boston
D1811,Zachary Parker,M,Orthopedic,H001,Boston
D1812,Adam Taylor,M,Cardiologist,H002,Boston
D1813,Melissa Miller,F,General Physician,H002,Boston
D1814,Heather James,F,Neurologist,H002,Boston
D1815,Paula Watkins,F,Pediatrician,H001,New York
D1816,Sarah Harris,F,Orthopedic,H002,Boston
D1817,James Taylor,M,Oncologist,H001,Boston
D1818,Raymond Reeves,M,Cardiologist,H002,Boston
D1819,Deborah Lewis,F,Neurologist,H002,Boston
D1820,Joe Mccann,M,Cardiologist,H001,New York
D1821,Herbert Johnson,M,Orthopedic,H001,Boston
D1822,Jennifer Weber,F,Oncologist,H001,New York
D1823,Sheila Gardner,F,Oncologist,H002,Boston
D1824,Mary Harmon PhD,F,Pediatrician,H001,New York
D1825,Mr. George Robinson,M,General Physician,H002,Boston
D1826,Rachael Erickson,F,Pediatrician,H002,Boston
D1827,Nancy Hill,F,Cardiologist,H002,New York
D1828,Charles Cox,M,Cardiologist,H001,New York
D1829,Richard Donovan,M,Neurologist,H002,New York
D1830,Mrs. Amanda Roman,F,Neurologist,H001,New York
D1831,Melissa Hines,F,Neurologist,H001,New York
D1832,Bryan Spencer,M,Pediatrician,H002,Boston
D1833,Kaitlin Allen,F,Oncologist,H002,New York
D1834,Gregory Caldwell,M,Oncologist,H002,New York
D1835,Adam Holden,M,Cardiologist,H002,New York
D1836,Michelle Solomon,F,General Physician,H002,Boston
D1837,Christopher Dominguez,M,Pediatrician,H002,Boston
D1838,Nathan Stark,M,Neurologist,H002,New York
D1839,Elizabeth White,F,Cardiologist,H002,Boston
D1840,Douglas Walker,M,Pediatrician,H002,New York
D1841,Jeffrey Gutierrez III,M,Neurologist,H001,Boston
D1842,Sandra Rogers,F,Orthopedic,H002,Boston
D1843,Jamie Kent,F,General Physician,H001,New York
D1844,Sabrina Ewing,F,Cardiologist,H002,New York
D1845,Chelsea Goodman,F,Cardiologist,H002,New York
D1846,Richard Watson,M,Neurologist,H001,Boston
D1847,Jennifer Burns,F,General Physician,H002,Boston
D1848,Patrick Martinez,M,Orthopedic,H002,Boston
D1849,Joseph Ford,M,Neurologist,H001,New York
D1850,Amy Sherman,F,Cardiologist,H002,New York
D1851,John Jacobson,M,Oncologist,H002,Boston
D1852,Charlene Meadows,F,General Physician,H001,New York
D1853,Timothy Black,M,Orthopedic,H001,New York
D1854,Jill Gamble,F,General Physician,H001,New York
D1855,John Harris,M,Neurologist,H001,Boston
D1856,Michael Gutierrez,M,Neurologist,H002,Boston
D1857,Marc Anderson,M,Orthopedic,H001,Boston
D1858,Jason Costa,M,Pediatrician,H001,Boston
D1859,Melissa Boyer,F,Pediatrician,H001,Boston
D1860,Darlene Conner DVM,F,Cardiologist,H001,New York
D1861,Christopher Fletcher,M,Oncologist,H001,New York
D1862,Omar Moreno,M,General Physician,H001,New York
D1863,Diana Zuniga,F,Cardiologist,H001,New York
D1864,Joshua Terry,M,Neurologist,H002,Boston
D1865,Steven Brown,M,General Physician,H002,Boston
D1866,Brian Randall,M,Pediatrician,H001,New York
D1867,Rachel Mckee,F,Oncologist,H002,Boston
D1868,Greg Stewart,M,Orthopedic,H002,Boston
D1869,Christopher Collier DDS,M,Oncologist,H002,Boston
D1870,Carmen Swanson,F,Orthopedic,H002,New York
D1871,James Smith,M,Neurologist,H002,New York
D1872,Michael Henry,M,Orthopedic,H001,New York
D1873,Sean Kemp,M,Oncologist,H002,Boston
D1874,Gregory Ingram,M,Orthopedic,H002,Boston
D1875,Ebony Ruiz,F,Pediatrician,H001,Boston
D1876,Adam Solis,M,Cardiologist,H001,New York
D1877,Patricia Obrien,F,Oncologist,H001,Boston
D1878,Chelsea Harper,F,Oncologist,H002,New York
D1879,William Thompson,M,Cardiologist,H001,New York
D1880,Christopher Cruz,M,Orthopedic,H001,Boston
D1881,Mr. Jesse Nguyen,M,Pediatrician,H002,Boston
D1882,John Anderson,M,Oncologist,H002,Boston
D1883,Lisa Patton,F,General Physician,H002,New York
D1884,Shelia Kelley,F,Oncologist,H002,Boston
D1885,Nicole Graham,F,Orthopedic,H002,Boston
D1886,Kevin Carter,M,Cardiologist,H002,Boston
D1887,Shannon Mcdaniel,F,Neurologist,H001,Boston
D1888,Megan Harris,F,Pediatrician,H001,Boston
D1889,Jose Jefferson,M,Oncologist,H002,Boston
D1890,Michelle Wilkerson,F,Neurologist,H001,New York
D1891,Paul Houston,M,General Physician,H001,Boston
D1892,Marissa Oconnell,F,Pediatrician,H002,New York
D1893,Jeffrey Davis,M,Pediatrician,H002,Boston
D1894,Michelle Williams MD,F,Cardiologist,H002,Boston
D1895,Stephanie Hall,F,Neurologist,H001,Boston
D1896,Stacy Jackson,F,Pediatrician,H002,New York
D1897,Stephanie Chen,F,Cardiologist,H001,Boston
D1898,Maria Cooper,F,Pediatrician,H001,New York
D1899,Kristina Smith,F,Neurologist,H002,Boston
D1900,Timothy Williams,M,Neurologist,H001,Boston
D1901,Amanda Diaz,F,Cardiologist,H001,New York
D1902,Katherine Robinson,F,Neurologist,H002,Boston
D1903,Margaret Webb,F,Oncologist,H001,New York
D1904,Katherine Diaz,F,Orthopedic,H002,New York
D1905,William Bowen,M,Oncologist,H001,Boston
D1906,James Moore,M,General Physician,H001,Boston
D1907,Erica Hicks,F,Cardiologist,H002,Boston
D1908,Andrea Garcia,F,Oncologist,H001,Boston
D1909,Jean Williams,F,Pediatrician,H002,New York
D1910,Robert Giles,M,Orthopedic,H002,Boston
D1911,Michael Myers,M,Orthopedic,H001,Boston
D1912,Andrew Small,M,Pediatrician,H002,New York
D1913,Amy Riddle,F,Cardiologist,H002,New York
D1914,Elizabeth Hoffman,F,Cardiologist,H002,New York
D1915,Thomas Jimenez,M,Orthopedic,H001,Boston
D1916,Debbie Smith,F,Pediatrician,H001,New York
D1917,Samuel Allen,M,Orthopedic,H001,New York
D1918,Jose White,M,Cardiologist,H002,Boston
D1919,Haley Garcia,F,Pediatrician,H002,New York
D1920,Dennis Madden,M,Cardiologist,H001,New York
D1921,Samantha Richard,F,Neurologist,H002,Boston
D1922,Jeffery Zuniga,M,General Physician,H001,Boston
D1923,Erica Aguilar,F,Orthopedic,H001,Boston
D1924,James Reese,M,Neurologist,H001,New York
D1925,Daniel Durham DDS,M,Oncologist,H002,New York
D1926,Eric Jackson,M,Oncologist,H001,New York
D1927,Andrew Anderson,M,General Physician,H001,New York
D1928,Christopher Ramos,M,General Physician,H001,Boston
D1929,Samantha Horn,F,Cardiologist,H001,Boston
D1930,Robert Johnson,M,Neurologist,H001,Boston
D1931,Melissa Davis,F,Orthopedic,H002,Boston
D1932,Makayla Williams,F,Orthopedic,H002,New York
D1933,Crystal Garcia,F,Oncologist,H001,Boston
D1934,Edwin Maxwell,M,General Physician,H002,Boston
D1935,Melissa James,F,Pediatrician,H001,Boston
D1936,Jonathan Miles,M,Neurologist,H002,New York
D1937,Erica Davis,F,Pediatrician,H002,New York
D1938,Shannon Lopez,F,Orthopedic,H002,Boston
D1939,Matthew Barr,M,Pediatrician,H001,New York
D1940,Reginald Mills,M,General Physician,H001,New York
D1941,Amber Davis,F,Neurologist,H002,New York
D1942,William Terrell,M,General Physician,H002,Boston
D1943,Douglas Morales,M,Cardiologist,H002,New York
D1944,William Odom,M,Neurologist,H001,New York
D1945,Victor Rose,M,Oncologist,H002,New York
D1946,Scott Sanchez,M,General Physician,H001,New York
D1947,Dennis Duran,M,Pediatrician,H001,Boston
D1948,Ronald Prince,M,Oncologist,H002,Boston
D1949,Ann Hodges,F,Pediatrician,H001,Boston
D1950,Zachary Miller,M,Cardiologist,H002,Boston
D1951,Natasha Martin,F,Oncologist,H002,New York
D1952,Angel Mcdonald,M,Cardiologist,H001,Boston
D1953,Brian Lawson,M,Neurologist,H002,New York
D1954,Jack Smith,M,Oncologist,H002,New York
D1955,Jennifer Castillo,F,Orthopedic,H002,New York
D1956,Casey Perez,F,Pediatrician,H002,New York
D1957,Michael Webster,M,Cardiologist,H002,New York
D1958,Marissa Foster,F,General Physician,H001,Boston
D1959,Steven Blair,M,Orthopedic,H002,New York
D1960,Amanda Foster,F,Orthopedic,H001,Boston
D1961,Michael Rodriguez,M,Oncologist,H001,New York
D1962,Stephanie Kim,F,Orthopedic,H002,Boston
D1963,Jeffrey Bell,M,General Physician,H002,Boston
D1964,David Valdez,M,Neurologist,H001,Boston
D1965,Kenneth Walker,M,Pediatrician,H001,New York
D1966,Miranda Davis,F,Oncologist,H001,New York
D1967,John Harris,M,Cardiologist,H002,New York
D1968,Patricia Burns,F,Orthopedic,H001,Boston
D1969,Dustin Hurst,M,Orthopedic,H002,New York
D1970,Steven Smith,M,Orthopedic,H002,Boston
D1971,Laura Brown,F,Oncologist,H001,Boston
D1972,Kimberly Barajas,F,General Physician,H002,New York
D1973,Molly Holt,F,Orthopedic,H002,New York
D1974,Abigail Roman,F,Cardiologist,H001,New York
D1975,Gloria Wilson,F,General Physician,H002,Boston
D1976,James Patton,M,General Physician,H002,Boston
D1977,Kyle Scott,M,Neurologist,H001,Boston
D1978,Samantha Williams,F,Orthopedic,H001,Boston
D1979,Lynn Anderson,F,Neurologist,H001,New York
D1980,Crystal Arias,F,Oncologist,H002,Boston
D1981,Marissa Campbell,F,General Physician,H002,New York
D1982,Brittany Rodriguez,F,Orthopedic,H002,New York
D1983,David Phillips,M,Pediatrician,H001,Boston
D1984,Kayla Hart,F,Oncologist,H002,Boston
D1985,John Herman,M,Orthopedic,H002,New York
D1986,James Velazquez,M,Pediatrician,H001,Boston
D1987,Debra Miller,F,Cardiologist,H002,Boston
D1988,Ryan Dunn,M,Oncologist,H002,New York
D1989,Richard Anderson,M,Neurologist,H001,Boston
D1990,Kimberly Cook,F,General Physician,H001,Boston
D1991,Brian Lopez,M,General Physician,H002,New York
D1992,Jordan Cooke,M,Orthopedic,H001,Boston
D1993,Joshua Gonzalez,M,Neurologist,H002,New York
D1994,Anna Boyle,F,Pediatrician,H002,New York
D1995,Michelle Knight,F,Orthopedic,H002,New York
D1996,Kristen Garcia,F,Pediatrician,H001,Boston
D1997,James Forbes,M,Pediatrician,H002,Boston
D1998,Tracy Hunt,F,Orthopedic,H002,Boston
D1999,Amanda Yates,F,Cardiologist,H001,New York
